trait,exp,vis,vrank,null,negp,pip,hit,q,top
Alanine aminotransferase,LIVER,2.4140604,1,0.050314465408805034,21,0.9997349912798814,1,Q4,1
Alanine aminotransferase,LIVER,1.4517374,10,0.050314465408805034,21,0.8614004295818465,0,Q4,1
Alanine aminotransferase,LIVER,-0.42207363,1,0.050314465408805034,20,0.4142849101695262,1,Q2,0
Alanine aminotransferase,LIVER,-0.45469916,7,0.050314465408805034,20,0.0556837091424561,0,Q2,0
Alanine aminotransferase,LIVER,1.6166958,1,0.050314465408805034,20,0.8546394199827707,1,Q4,1
Alanine aminotransferase,LIVER,-0.36770535,10,0.050314465408805034,20,0.142386131838421,0,Q2,0
Alanine aminotransferase,LIVER,-0.573294,5,0.050314465408805034,20,0.1486764765315395,0,Q1,0
Alanine aminotransferase,LIVER,-0.22079802,8,0.050314465408805034,20,1.0,0,Q3,0
Alanine aminotransferase,LIVER,-0.5231852,4,0.050314465408805034,20,0.8968351356111148,0,Q1,0
Alanine aminotransferase,LIVER,-0.5220682,4,0.050314465408805034,19,0.009897858085436,0,Q1,0
Alanine aminotransferase,LIVER,4.6861362,7,0.050314465408805034,19,0.075762214545848,0,Q4,1
Alanine aminotransferase,LIVER,-0.006789672,1,0.050314465408805034,19,0.3867779255279059,1,Q3,0
Alanine aminotransferase,LIVER,-0.3518402,5,0.050314465408805034,19,0.9998388076412812,0,Q2,0
Alanine aminotransferase,LIVER,0.54685557,1,0.050314465408805034,19,0.0722957049139694,1,Q4,0
Alanine aminotransferase,LIVER,-0.54736924,4,0.050314465408805034,19,0.4615537010379431,0,Q1,0
Alanine aminotransferase,LIVER,-0.55301565,2,0.050314465408805034,19,0.1887653683178559,0,Q1,0
Alanine aminotransferase,LIVER,2.793104,2,0.050314465408805034,19,0.9957787271949554,0,Q4,1
Alanine aminotransferase,LIVER,-0.31762657,3,0.050314465408805034,18,1.0,0,Q2,0
Alanine aminotransferase,LIVER,-0.36390102,10,0.050314465408805034,18,0.0232821695584247,0,Q2,0
Alanine aminotransferase,LIVER,8.117182,9,0.050314465408805034,18,0.1501721413872428,0,Q4,1
Alanine aminotransferase,LIVER,0.17165193,10,0.050314465408805034,17,0.7809964071202334,0,Q3,0
Alanine aminotransferase,LIVER,0.048352703,3,0.050314465408805034,17,0.3101420209850585,0,Q3,0
Alanine aminotransferase,LIVER,-0.6260886,3,0.050314465408805034,17,0.6755150022246631,0,Q1,0
Alanine aminotransferase,LIVER,-0.27696946,7,0.050314465408805034,17,0.1968368227983234,0,Q2,0
Alanine aminotransferase,LIVER,-0.26127797,6,0.050314465408805034,17,0.095916608923807,0,Q2,0
Alanine aminotransferase,LIVER,0.98661476,11,0.050314465408805034,16,0.7844608177171972,0,Q4,1
Alanine aminotransferase,LIVER,-0.6150946,3,0.050314465408805034,16,0.2028569784363099,0,Q1,0
Alanine aminotransferase,LIVER,0.44089302,3,0.050314465408805034,16,0.1294872961687363,0,Q4,0
Alanine aminotransferase,LIVER,-0.31364223,5,0.050314465408805034,16,0.3777183079765799,0,Q2,0
Alanine aminotransferase,LIVER,-0.5723578,4,0.050314465408805034,16,0.2979819434602317,0,Q1,0
Alanine aminotransferase,LIVER,0.5739817,5,0.050314465408805034,16,0.9996746002165467,0,Q4,1
Alanine aminotransferase,LIVER,-0.04358588,7,0.050314465408805034,16,0.1850628319926741,0,Q3,0
Alanine aminotransferase,LIVER,3.2494862,1,0.050314465408805034,16,0.4711613630360485,1,Q4,1
Alanine aminotransferase,LIVER,0.5157582,3,0.050314465408805034,16,0.811335987177309,0,Q4,0
Alanine aminotransferase,LIVER,-0.17889489,3,0.050314465408805034,16,0.8485744032130462,0,Q3,0
Alanine aminotransferase,LIVER,-0.51006216,8,0.050314465408805034,16,0.773260922541541,0,Q1,0
Alanine aminotransferase,LIVER,-0.29042044,9,0.050314465408805034,16,0.0692677741957624,0,Q2,0
Alanine aminotransferase,LIVER,-0.31822905,10,0.050314465408805034,15,0.9359229687643114,0,Q2,0
Alanine aminotransferase,LIVER,-0.10918049,3,0.050314465408805034,15,1.0,0,Q3,0
Alanine aminotransferase,LIVER,-0.03549095,4,0.050314465408805034,15,0.059013333365797,0,Q3,0
Alanine aminotransferase,LIVER,2.0256755,5,0.050314465408805034,15,0.4277299054735284,0,Q4,1
Alanine aminotransferase,LIVER,-0.3075834,9,0.050314465408805034,15,0.0694610111461256,0,Q2,0
Alanine aminotransferase,LIVER,0.4802146,5,0.050314465408805034,15,0.051282548934299,0,Q4,0
Alanine aminotransferase,LIVER,0.2431589,7,0.050314465408805034,15,0.0311807274081205,0,Q3,0
Alanine aminotransferase,LIVER,-0.4533906,1,0.050314465408805034,15,0.4337534561595401,1,Q2,0
Alanine aminotransferase,LIVER,3.300767,9,0.050314465408805034,15,0.687624456462758,0,Q4,1
Alanine aminotransferase,LIVER,4.0512676,7,0.050314465408805034,15,1.0,0,Q4,1
Alanine aminotransferase,LIVER,-0.47672817,3,0.050314465408805034,15,0.5102609285125922,0,Q1,0
Alanine aminotransferase,LIVER,-0.535055,8,0.050314465408805034,15,0.2263637436985204,0,Q1,0
Alanine aminotransferase,LIVER,3.6595314,1,0.050314465408805034,15,0.5708216716174563,1,Q4,1
Alanine aminotransferase,LIVER,0.08782015,8,0.050314465408805034,15,0.3186357945635929,0,Q3,0
Alanine aminotransferase,LIVER,-0.52602875,3,0.050314465408805034,14,0.1034679069805463,0,Q1,0
Alanine aminotransferase,LIVER,0.13932306,2,0.050314465408805034,14,0.2925402576279002,0,Q3,0
Alanine aminotransferase,LIVER,-0.484341,9,0.050314465408805034,14,0.0709694783567838,0,Q1,0
Alanine aminotransferase,LIVER,-0.004146634,7,0.050314465408805034,14,0.7810860137684457,0,Q3,0
Alanine aminotransferase,LIVER,-0.31499454,3,0.050314465408805034,14,0.9996672845134662,0,Q2,0
Alanine aminotransferase,LIVER,-0.6144779,1,0.050314465408805034,14,0.9584515863092924,1,Q1,0
Alanine aminotransferase,LIVER,0.10097318,3,0.050314465408805034,14,0.966389208707042,0,Q3,0
Alanine aminotransferase,LIVER,0.32956013,10,0.050314465408805034,14,0.1627298336814239,0,Q3,0
Alanine aminotransferase,LIVER,-0.28659135,7,0.050314465408805034,14,0.1898292743087839,0,Q2,0
Alanine aminotransferase,LIVER,-0.3577838,6,0.050314465408805034,14,0.4556486334052364,0,Q2,0
Alanine aminotransferase,LIVER,-0.10873784,2,0.050314465408805034,14,0.1568704420175037,0,Q3,0
Alanine aminotransferase,LIVER,-0.6090184,3,0.050314465408805034,14,0.5171795918295883,0,Q1,0
Alanine aminotransferase,LIVER,-0.46183255,2,0.050314465408805034,14,0.1639582898982739,0,Q2,0
Alanine aminotransferase,LIVER,-0.36918628,9,0.050314465408805034,13,0.1824155714923213,0,Q2,0
Alanine aminotransferase,LIVER,-0.2927968,6,0.050314465408805034,13,0.0714463591066094,0,Q2,0
Alanine aminotransferase,LIVER,-0.30856395,11,0.050314465408805034,13,0.0238211479409606,0,Q2,0
Alanine aminotransferase,LIVER,-0.3144364,5,0.050314465408805034,13,0.99786827910454,0,Q2,0
Alanine aminotransferase,LIVER,-0.3745537,7,0.050314465408805034,13,0.6031486777696549,0,Q2,0
Alanine aminotransferase,LIVER,0.08107472,9,0.050314465408805034,13,0.469740699665636,0,Q3,0
Alanine aminotransferase,LIVER,-0.22785465,6,0.050314465408805034,13,0.2663844941404814,0,Q3,0
Alanine aminotransferase,LIVER,-0.28867665,6,0.050314465408805034,13,0.2529004314851411,0,Q2,0
Alanine aminotransferase,LIVER,-0.39859524,8,0.050314465408805034,13,0.0513846558509683,0,Q2,0
Alanine aminotransferase,LIVER,-0.6080034,5,0.050314465408805034,13,0.0423405457129045,0,Q1,0
Alanine aminotransferase,LIVER,0.2241989,10,0.050314465408805034,13,0.0407659270275037,0,Q3,0
Alanine aminotransferase,LIVER,-0.39027867,7,0.050314465408805034,13,1.0,0,Q2,0
Alanine aminotransferase,LIVER,0.36310637,7,0.050314465408805034,12,0.2197960322561135,0,Q3,0
Alanine aminotransferase,LIVER,-0.57461876,6,0.050314465408805034,12,0.6087987244682065,0,Q1,0
Alanine aminotransferase,LIVER,-0.5152766,4,0.050314465408805034,12,0.5699028274579205,0,Q1,0
Alanine aminotransferase,LIVER,0.39422205,9,0.050314465408805034,12,1.0,0,Q4,0
Alanine aminotransferase,LIVER,3.3434062,2,0.050314465408805034,12,0.5406089437847799,0,Q4,1
Alanine aminotransferase,LIVER,4.3133144,7,0.050314465408805034,12,0.99792292207487,0,Q4,1
Alanine aminotransferase,LIVER,-0.012720681,9,0.050314465408805034,12,0.0483956748390717,0,Q3,0
Alanine aminotransferase,LIVER,0.039518308,10,0.050314465408805034,12,0.1151765318664853,0,Q3,0
Alanine aminotransferase,LIVER,-0.5490372,1,0.050314465408805034,12,0.0872647091199523,1,Q1,0
Alanine aminotransferase,LIVER,-0.23944794,9,0.050314465408805034,12,0.0306748354708516,0,Q2,0
Alanine aminotransferase,LIVER,4.0444455,10,0.050314465408805034,12,0.9394963585154698,0,Q4,1
Alanine aminotransferase,LIVER,0.71955657,11,0.050314465408805034,12,0.0177410178178208,0,Q4,1
Alanine aminotransferase,LIVER,-0.5245249,7,0.050314465408805034,12,0.0679396805375584,0,Q1,0
Alanine aminotransferase,LIVER,-0.6291625,5,0.050314465408805034,12,0.5214726434528686,0,Q1,0
Alanine aminotransferase,LIVER,0.07392327,8,0.050314465408805034,12,0.1343432451763034,0,Q3,0
Alanine aminotransferase,LIVER,-0.49868336,4,0.050314465408805034,12,1.0,0,Q1,0
Alkaline phosphatase,LIVER,-0.50563514,5,0.050314465408805034,3949,1.0,0,Q1,0
Alkaline phosphatase,LIVER,-0.2886451,3,0.050314465408805034,1068,1.0,0,Q2,0
Alkaline phosphatase,LIVER,-0.5377479,3,0.050314465408805034,502,1.0,0,Q1,0
Alkaline phosphatase,LIVER,-0.43560138,2,0.050314465408805034,313,0.9807209932140888,0,Q2,0
Alkaline phosphatase,LIVER,0.7530883,8,0.050314465408805034,239,0.9952424596470766,0,Q4,1
Alkaline phosphatase,LIVER,1.6360421,9,0.050314465408805034,223,0.999990556564662,0,Q4,1
Alkaline phosphatase,LIVER,-0.48119634,1,0.050314465408805034,177,1.0,1,Q1,0
Alkaline phosphatase,LIVER,-0.106089264,10,0.050314465408805034,152,0.9849757809809704,0,Q3,0
Alkaline phosphatase,LIVER,10.269388,9,0.050314465408805034,131,0.9999999999999956,0,Q4,1
Alkaline phosphatase,LIVER,-0.18572822,6,0.050314465408805034,126,0.6692048139964621,0,Q3,0
Alkaline phosphatase,LIVER,-0.5116786,2,0.050314465408805034,126,0.9999596183788638,0,Q1,0
Alkaline phosphatase,LIVER,-0.36114648,7,0.050314465408805034,113,0.3967199164440458,0,Q2,0
Alkaline phosphatase,LIVER,-0.6304706,3,0.050314465408805034,112,0.7901562560818551,0,Q1,0
Alkaline phosphatase,LIVER,-0.23583117,9,0.050314465408805034,107,1.0,0,Q2,0
Alkaline phosphatase,LIVER,0.2601321,5,0.050314465408805034,95,0.0750810244349127,0,Q3,0
Alkaline phosphatase,LIVER,1.4882776,8,0.050314465408805034,93,1.0,0,Q4,1
Alkaline phosphatase,LIVER,8.914847,2,0.050314465408805034,92,0.5581843253103672,0,Q4,1
Alkaline phosphatase,LIVER,-0.23209667,2,0.050314465408805034,92,1.0,0,Q3,0
Alkaline phosphatase,LIVER,0.21337171,9,0.050314465408805034,91,0.9486876192046324,0,Q3,0
Alkaline phosphatase,LIVER,-0.6144779,1,0.050314465408805034,89,0.9999999999970997,1,Q1,0
Alkaline phosphatase,LIVER,6.177161,1,0.050314465408805034,89,0.7398684839897175,1,Q4,1
Alkaline phosphatase,LIVER,-0.6098055,2,0.050314465408805034,88,0.8832986273762702,0,Q1,0
Alkaline phosphatase,LIVER,-0.3599458,8,0.050314465408805034,83,1.0,0,Q2,0
Alkaline phosphatase,LIVER,-0.26174805,4,0.050314465408805034,69,0.9999230534030994,0,Q2,0
Alkaline phosphatase,LIVER,-0.32985228,11,0.050314465408805034,65,0.2845143258858479,0,Q2,0
Alkaline phosphatase,LIVER,0.017142339,10,0.050314465408805034,65,0.9999999999995126,0,Q3,0
Alkaline phosphatase,LIVER,-0.45912626,7,0.050314465408805034,63,0.7604646205190996,0,Q2,0
Alkaline phosphatase,LIVER,-0.43998826,3,0.050314465408805034,63,0.9688896482915752,0,Q2,0
Alkaline phosphatase,LIVER,-0.17680967,9,0.050314465408805034,58,0.7088347790760486,0,Q3,0
Alkaline phosphatase,LIVER,0.4619723,4,0.050314465408805034,58,0.2118737453301415,0,Q4,1
Alkaline phosphatase,LIVER,-0.29016912,10,0.050314465408805034,55,0.9994765532248004,0,Q2,0
Alkaline phosphatase,LIVER,-0.034075767,6,0.050314465408805034,54,0.9878477489400388,0,Q3,0
Alkaline phosphatase,LIVER,-0.566376,3,0.050314465408805034,51,1.0,0,Q1,0
Alkaline phosphatase,LIVER,0.6027006,8,0.050314465408805034,51,0.8805449748422084,0,Q4,1
Alkaline phosphatase,LIVER,-0.5951996,6,0.050314465408805034,50,0.9790316938795643,0,Q1,0
Alkaline phosphatase,LIVER,-0.58780736,7,0.050314465408805034,46,0.9996949604551572,0,Q1,0
Alkaline phosphatase,LIVER,-0.39859375,1,0.050314465408805034,46,0.7113346502517354,1,Q2,0
Alkaline phosphatase,LIVER,-0.38132268,8,0.050314465408805034,45,0.1339538224300752,0,Q2,0
Alkaline phosphatase,LIVER,-0.5200468,7,0.050314465408805034,44,1.0,0,Q1,0
Alkaline phosphatase,LIVER,-0.4420034,4,0.050314465408805034,44,0.1588618980891729,0,Q2,0
Alkaline phosphatase,LIVER,-0.55336344,3,0.050314465408805034,43,0.2037495866291177,0,Q1,0
Alkaline phosphatase,LIVER,1.6166958,1,0.050314465408805034,42,0.9853785704982732,1,Q4,1
Alkaline phosphatase,LIVER,-0.2942676,5,0.050314465408805034,41,0.7145591084982506,0,Q2,0
Alkaline phosphatase,LIVER,-0.34592468,6,0.050314465408805034,39,0.3001428640433802,0,Q2,0
Alkaline phosphatase,LIVER,-0.44894123,4,0.050314465408805034,37,0.6951750264515886,0,Q2,0
Alkaline phosphatase,LIVER,-0.444613,6,0.050314465408805034,36,0.9998096505446934,0,Q2,0
Alkaline phosphatase,LIVER,-0.47869495,9,0.050314465408805034,33,1.0,0,Q1,0
Alkaline phosphatase,LIVER,0.21773662,6,0.050314465408805034,33,0.479100817306447,0,Q3,0
Alkaline phosphatase,LIVER,-0.6227857,3,0.050314465408805034,33,0.3221168789530678,0,Q1,0
Alkaline phosphatase,LIVER,-0.487673,4,0.050314465408805034,33,0.3083792819898389,0,Q1,0
Alkaline phosphatase,LIVER,0.025555458,2,0.050314465408805034,32,0.4208213147623443,0,Q3,0
Alkaline phosphatase,LIVER,-0.58340895,5,0.050314465408805034,31,0.2058612131059646,0,Q1,0
Alkaline phosphatase,LIVER,-0.029936181,6,0.050314465408805034,30,0.6709728559239995,0,Q3,0
Alkaline phosphatase,LIVER,7.2915287,5,0.050314465408805034,30,0.5428949453601114,0,Q4,1
Alkaline phosphatase,LIVER,-0.58351797,1,0.050314465408805034,29,0.1651929428506225,1,Q1,0
Alkaline phosphatase,LIVER,-0.45752454,4,0.050314465408805034,29,0.9494930860219984,0,Q2,0
Alkaline phosphatase,LIVER,0.3494404,7,0.050314465408805034,29,1.0,0,Q3,0
Alkaline phosphatase,LIVER,3.4980927,1,0.050314465408805034,28,0.9285755048270986,1,Q4,1
Alkaline phosphatase,LIVER,-0.21891882,4,0.050314465408805034,28,0.1936248902334369,0,Q3,0
Alkaline phosphatase,LIVER,0.1676599,1,0.050314465408805034,26,0.9965011848866874,1,Q3,0
Alkaline phosphatase,LIVER,-0.50348043,8,0.050314465408805034,26,0.9565263061189327,0,Q1,0
Alkaline phosphatase,LIVER,2.184475,2,0.050314465408805034,26,0.999784856234955,0,Q4,1
Alkaline phosphatase,LIVER,-0.6310041,3,0.050314465408805034,26,0.3393409958336428,0,Q1,0
Alkaline phosphatase,LIVER,-0.525124,3,0.050314465408805034,26,0.0816245505558709,0,Q1,0
Alkaline phosphatase,LIVER,0.6372335,1,0.050314465408805034,26,0.726660965905042,1,Q4,1
Alkaline phosphatase,LIVER,1.26308,9,0.050314465408805034,25,0.1903725954028324,0,Q4,1
Alkaline phosphatase,LIVER,2.8971372,1,0.050314465408805034,25,0.0890374683257406,1,Q4,1
Alkaline phosphatase,LIVER,1.8544371,1,0.050314465408805034,25,0.0374832833051409,1,Q4,1
Alkaline phosphatase,LIVER,-0.3989423,4,0.050314465408805034,24,0.0712339500055357,0,Q2,0
Alkaline phosphatase,LIVER,0.38036516,8,0.050314465408805034,24,0.072957235084362,0,Q3,1
Alkaline phosphatase,LIVER,0.2642099,8,0.050314465408805034,23,1.0,0,Q3,0
Alkaline phosphatase,LIVER,-0.54987174,6,0.050314465408805034,23,0.0120039263943385,0,Q1,0
Alkaline phosphatase,LIVER,1.6522918,1,0.050314465408805034,23,0.5466859236579634,1,Q4,1
Alkaline phosphatase,LIVER,-0.5345677,5,0.050314465408805034,23,0.0777200244948106,0,Q1,0
Alkaline phosphatase,LIVER,7.0748982,11,0.050314465408805034,23,1.0,0,Q4,1
Alkaline phosphatase,LIVER,-0.34229362,10,0.050314465408805034,22,0.1318291906538165,0,Q2,0
Alkaline phosphatase,LIVER,-0.14711621,1,0.050314465408805034,22,0.2054140832558129,1,Q3,0
Alkaline phosphatase,LIVER,-0.12343728,8,0.050314465408805034,22,0.1644721806627488,0,Q3,0
Alkaline phosphatase,LIVER,3.546366,4,0.050314465408805034,22,1.0,0,Q4,1
Alkaline phosphatase,LIVER,9.616209,9,0.050314465408805034,21,0.0679214811988068,0,Q4,1
Alkaline phosphatase,LIVER,-0.22429827,7,0.050314465408805034,21,0.5489638024290446,0,Q3,0
Alkaline phosphatase,LIVER,-0.10450222,8,0.050314465408805034,20,0.2523706413187598,0,Q3,0
Alkaline phosphatase,LIVER,3.3430326,10,0.050314465408805034,20,0.4641142805284544,0,Q4,1
Alkaline phosphatase,LIVER,-0.08570025,11,0.050314465408805034,20,1.0,0,Q3,0
Alkaline phosphatase,LIVER,-0.5274267,4,0.050314465408805034,20,0.2174717260947108,0,Q1,0
Alkaline phosphatase,LIVER,-0.01492374,3,0.050314465408805034,19,0.2119818953956604,0,Q3,0
Alkaline phosphatase,LIVER,-0.3063411,1,0.050314465408805034,19,0.7980033364987932,1,Q2,0
Alkaline phosphatase,LIVER,0.29350972,9,0.050314465408805034,19,0.4081404882763965,0,Q3,0
Alkaline phosphatase,LIVER,9.269205,3,0.050314465408805034,19,0.78563873979736,0,Q4,1
Alkaline phosphatase,LIVER,-0.4852968,6,0.050314465408805034,19,0.0407646473063163,0,Q1,0
Alkaline phosphatase,LIVER,-0.28151393,2,0.050314465408805034,19,0.9060281666155064,0,Q2,0
Alkaline phosphatase,LIVER,-0.5043313,4,0.050314465408805034,19,0.607698026440082,0,Q1,0
Alkaline phosphatase,LIVER,4.0789666,9,0.050314465408805034,19,0.9895805354013774,0,Q4,1
Alkaline phosphatase,LIVER,-0.4694201,9,0.050314465408805034,19,0.2946318392229485,0,Q1,0
Alkaline phosphatase,LIVER,-0.5007901,2,0.050314465408805034,19,0.5453221382691473,0,Q1,0
Alkaline phosphatase,LIVER,-0.103994116,2,0.050314465408805034,18,0.1511326920517627,0,Q3,0
Alkaline phosphatase,LIVER,-0.2816733,10,0.050314465408805034,18,0.0172837060474958,0,Q2,0
Alkaline phosphatase,LIVER,-0.20289129,10,0.050314465408805034,18,1.0,0,Q3,0
Alkaline phosphatase,LIVER,0.20913745,6,0.050314465408805034,18,0.4048108625025274,0,Q3,0
Alkaline phosphatase,LIVER,-0.39184144,7,0.050314465408805034,18,0.0721334432807621,0,Q2,0
Alkaline phosphatase,LIVER,-0.71558785,3,0.050314465408805034,18,0.2170046849543093,0,Q1,0
Alkaline phosphatase,LIVER,-0.57902586,3,0.050314465408805034,18,0.0200320398006201,0,Q1,0
Alkaline phosphatase,LIVER,-0.35817668,5,0.050314465408805034,18,0.2998112056279436,0,Q2,0
Alkaline phosphatase,LIVER,0.7419493,4,0.050314465408805034,18,0.490888021274556,0,Q4,1
Alkaline phosphatase,LIVER,-0.22020116,7,0.050314465408805034,17,0.1310866997321676,0,Q3,0
Alkaline phosphatase,LIVER,1.6578321,9,0.050314465408805034,17,1.0,0,Q4,1
Alkaline phosphatase,LIVER,-0.4911016,6,0.050314465408805034,17,0.1821375542522201,0,Q1,0
Alkaline phosphatase,LIVER,0.5067854,3,0.050314465408805034,17,0.2556824938411072,0,Q4,1
Alkaline phosphatase,LIVER,0.19985683,10,0.050314465408805034,17,0.0378470756167874,0,Q3,0
Alkaline phosphatase,LIVER,-0.3810333,6,0.050314465408805034,17,0.3319881447676135,0,Q2,0
Alkaline phosphatase,LIVER,-0.36931795,8,0.050314465408805034,17,0.1702799711925218,0,Q2,0
Alkaline phosphatase,LIVER,-0.54982704,1,0.050314465408805034,17,0.4595331934582643,1,Q1,0
Alkaline phosphatase,LIVER,8.999956,1,0.050314465408805034,17,0.0768185793529689,1,Q4,1
Alkaline phosphatase,LIVER,0.027932536,4,0.050314465408805034,17,0.072560872289774,0,Q3,0
Alkaline phosphatase,LIVER,0.17533888,6,0.050314465408805034,17,0.0859164694103612,0,Q3,0
Alkaline phosphatase,LIVER,-0.3359788,8,0.050314465408805034,17,0.2009210005360872,0,Q2,0
Alkaline phosphatase,LIVER,0.83495504,8,0.050314465408805034,17,0.5434752378542203,0,Q4,1
Alkaline phosphatase,LIVER,-0.6066284,6,0.050314465408805034,16,0.5876733379881299,0,Q1,0
Alkaline phosphatase,LIVER,0.15065402,4,0.050314465408805034,16,0.4807135030594738,0,Q3,0
Alkaline phosphatase,LIVER,-0.49985325,7,0.050314465408805034,16,0.1577468495579945,0,Q1,0
Alkaline phosphatase,LIVER,0.38254514,8,0.050314465408805034,16,0.1486841591430532,0,Q4,1
Alkaline phosphatase,LIVER,-0.0764689,10,0.050314465408805034,16,0.2829684090936155,0,Q3,0
Alkaline phosphatase,LIVER,5.766061,4,0.050314465408805034,16,0.6445727453200143,0,Q4,1
Alkaline phosphatase,LIVER,0.14842752,10,0.050314465408805034,16,0.0270024271909312,0,Q3,0
Alkaline phosphatase,LIVER,-0.539641,5,0.050314465408805034,16,0.4913042396938399,0,Q1,0
Alkaline phosphatase,LIVER,4.35929,1,0.050314465408805034,16,0.2794804259032344,1,Q4,1
Alkaline phosphatase,LIVER,0.11847349,1,0.050314465408805034,16,0.0715034573584229,1,Q3,0
Alkaline phosphatase,LIVER,4.9076853,1,0.050314465408805034,16,0.2880423218608137,1,Q4,1
Alkaline phosphatase,LIVER,3.3052151,2,0.050314465408805034,16,0.951090102165406,0,Q4,1
Alkaline phosphatase,LIVER,0.032953877,5,0.050314465408805034,15,0.0858039528666205,0,Q3,0
Alkaline phosphatase,LIVER,0.10824399,6,0.050314465408805034,15,0.1676905814086467,0,Q3,0
Alkaline phosphatase,LIVER,-0.2932384,3,0.050314465408805034,15,0.0311475473261967,0,Q2,0
Alkaline phosphatase,LIVER,-0.1369316,5,0.050314465408805034,15,0.1356265387724601,0,Q3,0
Alkaline phosphatase,LIVER,3.036687,7,0.050314465408805034,15,0.3172588579079491,0,Q4,1
Alkaline phosphatase,LIVER,0.09275171,6,0.050314465408805034,15,0.2999920260717477,0,Q3,0
Alkaline phosphatase,LIVER,-0.6645471,3,0.050314465408805034,15,0.4725755960934369,0,Q1,0
Alkaline phosphatase,LIVER,0.33460248,9,0.050314465408805034,15,0.4928818531022922,0,Q3,0
Alkaline phosphatase,LIVER,-0.419575,7,0.050314465408805034,15,1.0,0,Q2,0
Alkaline phosphatase,LIVER,-0.34780663,10,0.050314465408805034,15,0.2142582730849273,0,Q2,0
Alkaline phosphatase,LIVER,-0.52647614,2,0.050314465408805034,15,0.6697917303083096,0,Q1,0
Alkaline phosphatase,LIVER,-0.28197044,7,0.050314465408805034,15,0.6221809346692905,0,Q2,0
Alkaline phosphatase,LIVER,6.0696926,5,0.050314465408805034,15,0.405475238951109,0,Q4,1
Alkaline phosphatase,LIVER,-0.53153306,7,0.050314465408805034,15,0.0516418768862653,0,Q1,0
Alkaline phosphatase,LIVER,0.107334316,3,0.050314465408805034,15,0.1524291762952841,0,Q3,0
Alkaline phosphatase,LIVER,-0.51189655,6,0.050314465408805034,15,0.0189262570009142,0,Q1,0
Alkaline phosphatase,LIVER,-0.38546023,7,0.050314465408805034,15,0.8749479020450887,0,Q2,0
Alkaline phosphatase,LIVER,1.0953767,6,0.050314465408805034,15,0.5246731531459453,0,Q4,1
Alkaline phosphatase,LIVER,1.6737696,7,0.050314465408805034,15,0.7867761869450717,0,Q4,1
Alkaline phosphatase,LIVER,-0.49125743,7,0.050314465408805034,15,0.5956537982917443,0,Q1,0
Alkaline phosphatase,LIVER,-0.2887269,7,0.050314465408805034,15,0.1603823594169124,0,Q2,0
Crohn's disease (medication proxy),IMMUNE,24.224974,4,0.3050314465408805,35,0.999999558290341,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.49125743,3,0.3050314465408805,28,0.655992771095322,0,Q1,0
Crohn's disease (medication proxy),IMMUNE,-0.422643,3,0.3050314465408805,18,0.200184542391641,0,Q2,0
Crohn's disease (medication proxy),IMMUNE,4.5276356,11,0.3050314465408805,18,0.177441786422195,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.46199584,1,0.3050314465408805,15,0.0481822978509062,1,Q2,0
Crohn's disease (medication proxy),IMMUNE,-0.5040096,2,0.3050314465408805,15,0.0954235401154774,0,Q1,0
Crohn's disease (medication proxy),IMMUNE,0.33703396,4,0.3050314465408805,14,0.858262279551609,0,Q3,0
Crohn's disease (medication proxy),IMMUNE,0.6445108,6,0.3050314465408805,13,0.0728831241201576,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.55494463,1,0.3050314465408805,13,0.0384706123023515,1,Q1,0
Crohn's disease (medication proxy),IMMUNE,-0.5174698,1,0.3050314465408805,12,0.220184686622343,1,Q1,0
Crohn's disease (medication proxy),IMMUNE,1.9359328,9,0.3050314465408805,12,0.266516034447847,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.4271836,1,0.3050314465408805,12,0.131503253210748,1,Q2,0
Crohn's disease (medication proxy),IMMUNE,3.1862621,2,0.3050314465408805,12,0.999952434797077,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.29574716,6,0.3050314465408805,11,0.195580771637494,0,Q2,0
Crohn's disease (medication proxy),IMMUNE,0.6673965,3,0.3050314465408805,11,0.983706256772833,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,1.8028969,3,0.3050314465408805,11,0.0984487433186339,0,Q4,1
Crohn's disease (medication proxy),IMMUNE,-0.62584096,1,0.3050314465408805,11,0.102800373851934,1,Q1,0
Crohn's disease (medication proxy),IMMUNE,-0.40011066,1,0.3050314465408805,11,0.189392232199555,1,Q2,0
Crohn's disease (medication proxy),IMMUNE,-0.5229575,2,0.3050314465408805,11,0.330174459707252,0,Q1,0
Crohn's disease (medication proxy),IMMUNE,-0.42511585,2,0.3050314465408805,11,0.0736662150568998,0,Q2,0
Crohn's disease (medication proxy),IMMUNE,0.06394648,3,0.3050314465408805,11,0.265705147272217,0,Q3,0
Crohn's disease (medication proxy),IMMUNE,0.4446065,4,0.3050314465408805,10,0.0227739133668057,0,Q4,0
Crohn's disease (medication proxy),IMMUNE,6.301098,1,0.3050314465408805,10,0.33835135702851,1,Q4,1
Crohn's disease (medication proxy),IMMUNE,1.2398101,5,0.3050314465408805,10,0.556301101583743,0,Q4,1
